x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.02127,911.86711,1000.86867,-1.91052,0.00000,Brinnelvägen 8,0.62709,0.27631,5474.43659,-89185.32611,False,False,-0.04253
0.81456,379.36672,1000.66793,-81.19402,0.00000,Slussen,1.50769,-0.69623,5476.71957,-89188.11773,True,False,-1.62911
0.93117,-1796.66287,1000.83638,-92.57335,-0.00000,Östra stationen,-0.16105,0.42368,5474.95622,-89182.93003,False,False,-1.86235
1.65841,-161.68414,1000.63120,-165.32013,-0.00000,N/A,2.08948,-1.81398,5472.85167,-89185.14335,True,False,-3.31681
1.15628,-825.29577,1000.98955,-115.05870,-0.00000,Entrée,1.25888,-2.12889,5477.44038,-89187.67296,False,False,-2.31256
2.42940,1845.61562,1000.54416,-242.73190,0.00000,Östra stationen,5.45462,1.50324,5478.84218,-89188.93055,True,False,-4.85880
2.49696,560.22096,1000.73831,-249.61212,0.00000,Slussen,2.62045,-3.00936,5473.97161,-89184.76632,True,False,-4.99392
2.39941,-1074.58571,1000.67677,-239.50963,-0.00000,Brinnelvägen 8,2.09251,-1.96123,5473.62835,-89185.64532,True,False,-4.79883
0.15661,2373.97062,1000.77390,-15.31456,0.00000,KTH Biblioteket,-0.87762,-1.72987,5476.82897,-89184.62653,True,True,-0.31321
3.00141,-403.39283,1000.57444,-300.05501,-0.00000,Slussen,0.73361,-1.82946,5471.23024,-89188.93055,True,False,-6.00283
0.22942,962.20328,1000.65221,-22.71031,0.00000,Brinnelvägen 8,0.99048,1.34392,5474.99137,-89184.51210,True,False,-0.45883
0.43437,-1088.48583,1000.29115,-43.37223,-0.00000,Brinnelvägen 8,2.02837,-0.89236,5478.05881,-89187.83721,False,False,-0.86873
0.91193,43.91372,1000.47349,-90.91608,0.00000,N/A,0.54358,-0.84039,5474.59046,-89187.43793,False,False,-1.82386
-0.06594,-43.09549,1000.48302,6.78067,-0.00000,N/A,-0.75076,-1.30519,5473.66359,-89186.46968,False,False,0.13188
1.25187,889.31460,1000.66832,-124.94736,0.00000,Entrée,1.10251,-0.51402,5476.80821,-89187.24781,True,False,-2.50374
1.50294,180.39833,1000.28394,-150.09478,0.00000,N/A,1.62462,-1.78165,5475.27854,-89186.19568,True,False,-3.00589
0.87516,134.16879,1000.58899,-87.40223,0.00000,N/A,0.19837,-0.25792,5477.13348,-89185.20039,True,False,-1.75031
-0.46476,-1149.09744,1000.66825,46.73201,-0.00000,Brinnelvägen 8,0.10098,0.48729,5474.88973,-89185.23465,False,False,0.92952
2.28537,716.40530,1000.55620,-228.47765,0.00000,Slussen,0.29493,-1.78233,5474.83948,-89186.49337,True,False,-4.57074
0.28481,901.44270,1001.21498,-27.94538,0.00000,Entrée,-0.24318,-0.09474,5473.63984,-89184.74684,True,False,-0.56963
1.26353,616.56904,1000.47789,-126.20100,0.00000,Slussen,1.40470,-0.14981,5473.09708,-89185.09069,True,False,-2.52705
1.55620,-1096.95777,1000.49584,-155.40083,-0.00000,Brinnelvägen 8,0.34845,-1.07812,5476.49162,-89186.63774,False,False,-3.11240
0.36636,236.86662,1000.72142,-36.37932,0.00000,Slussen,-0.22760,0.61096,5479.33753,-89186.10043,False,False,-0.73272
-0.08737,375.94454,1000.48999,9.21607,0.00000,Slussen,0.81415,0.36839,5475.35946,-89187.83521,False,False,0.17474
0.13872,119.13919,1000.53819,-13.51789,0.00000,N/A,-0.46607,-1.73865,5474.57040,-89185.51538,False,False,-0.27745
1.33689,-311.19522,1000.73821,-133.42184,-0.00000,Slussen,1.77285,-0.69742,5478.94292,-89188.40386,True,False,-2.67379
2.21281,-507.94208,1000.77839,-221.01719,-0.00000,Slussen,3.87816,-3.84048,5476.05522,-89186.45103,True,False,-4.42562
0.10718,1289.48130,1001.06850,-10.15449,0.00000,Lindstedsvägen 24,1.67485,-3.59658,5474.38174,-89185.63362,True,False,-0.21436
2.59580,1227.83380,1000.28982,-259.39072,0.00000,Brinnelvägen 8,3.58469,-2.64948,5479.06405,-89186.52703,True,False,-5.19160
-0.26781,739.70982,1000.43510,27.00842,0.00000,Entrée,-1.38958,0.24792,5472.75079,-89185.12749,False,False,0.53562
-0.39036,1469.41184,1000.66666,39.32947,0.00000,Östra stationen,0.84865,0.18156,5474.14255,-89186.80303,True,False,0.78072
-0.35613,1271.07402,1000.60935,36.15302,0.00000,Lindstedsvägen 24,0.80597,1.06639,5474.72139,-89186.00989,False,False,0.71225
2.77755,-66.17574,1000.60958,-277.29670,-0.00000,N/A,1.93802,-3.43912,5472.57910,-89186.51343,True,False,-5.55509
1.29332,-445.98195,1000.74702,-128.84961,-0.00000,Slussen,3.23347,-3.30414,5473.90662,-89184.36196,False,False,-2.58664
0.55668,270.81572,1000.19789,-55.62658,0.00000,Slussen,-0.47550,-3.15843,5475.22499,-89183.01096,False,False,-1.11336
0.72218,-94.06393,1000.41234,-71.99614,-0.00000,N/A,-0.01891,-0.86394,5480.97564,-89185.28421,False,False,-1.44436
1.36969,261.59614,1000.63409,-136.72434,0.00000,N/A,1.98388,-1.09468,5473.15141,-89185.75829,True,False,-2.73937
1.43554,-1189.22007,1000.62792,-143.42378,-0.00000,Brinnelvägen 8,1.63164,-0.99274,5471.03170,-89184.79118,False,False,-2.87108
2.94931,-1626.50853,1000.88194,-294.50717,-0.00000,Östra stationen,2.19537,-4.58640,5478.87873,-89187.72185,True,False,-5.89862
1.85324,-266.39553,1000.66167,-184.94524,-0.00000,Slussen,3.80604,-1.61788,5474.63471,-89187.62196,True,False,-3.70647
1.09144,-62.85924,1000.46465,-109.04814,-0.00000,N/A,1.28895,-0.67382,5473.05591,-89185.03659,True,False,-2.18288
0.60659,2020.81520,1000.25880,-60.47146,0.00000,KTH Biblioteket,-0.87070,-0.81189,5475.82017,-89185.24514,True,True,-1.21319
-0.14435,288.78433,1000.79664,14.81196,0.00000,Slussen,0.46605,-1.57287,5479.34682,-89188.48928,False,False,0.28871
0.15470,974.66681,1000.59060,-15.06335,0.00000,Brinnelvägen 8,0.25471,-0.77297,5475.92755,-89185.99296,True,False,-0.30941
2.49068,426.95612,1000.40997,-249.02121,0.00000,N/A,3.87544,-2.57768,5473.95764,-89184.26915,True,False,-4.98135
1.61037,-1392.92972,1000.39204,-160.82609,-0.00000,Lindstedsvägen 24,0.42006,-1.34283,5473.48491,-89184.33173,False,False,-3.22074
-0.53908,676.89296,1000.38436,54.14798,0.00000,Entrée,-0.62631,-0.66043,5479.39198,-89187.17274,False,False,1.07817
0.28967,-542.13238,1000.94692,-28.43857,-0.00000,Slussen,-0.26934,0.75211,5471.05118,-89186.60233,False,False,-0.57934
0.61398,-1001.68175,1000.30250,-61.21347,-0.00000,Entrée,0.75009,-0.29970,5479.80159,-89185.34109,False,False,-1.22797
0.65569,102.10332,1000.85018,-65.11727,0.00000,N/A,0.16293,-0.32513,5472.23936,-89186.83716,False,False,-1.31138
0.28503,-773.49913,1001.08141,-28.08141,-0.00000,Entrée,-0.35797,0.27616,5473.11703,-89187.04343,False,False,-0.57007
3.05048,-1046.75679,1000.46329,-304.80015,-0.00000,Brinnelvägen 8,3.13432,-4.56773,5474.23963,-89185.36285,True,False,-6.10096
0.44172,-1185.20938,1000.83841,-43.86580,-0.00000,Brinnelvägen 8,-1.10984,-0.21707,5473.11164,-89186.52184,False,False,-0.88344
0.04850,345.25270,1000.39822,-4.77779,0.00000,Slussen,2.39639,-1.76481,5471.47715,-89187.17920,False,False,-0.09699
1.21435,777.59144,1001.03567,-121.03730,0.00000,Entrée,1.20295,-1.34999,5474.45581,-89186.00622,True,False,-2.42869
2.50278,518.76734,1000.41859,-250.03145,0.00000,Slussen,2.41289,-1.98027,5479.66219,-89186.20121,True,False,-5.00555
0.11562,-148.29743,1000.26076,-11.47453,-0.00000,N/A,2.32129,0.87539,5475.37324,-89184.67425,False,False,-0.23124
1.11401,-987.19267,1000.86169,-111.07547,-0.00000,Entrée,1.22153,-1.11062,5473.53381,-89188.01545,False,False,-2.22801
2.57514,-1169.22248,1000.89265,-257.29741,-0.00000,Lindstedsvägen 24,3.29836,-2.39487,5474.55212,-89185.51853,True,False,-5.15029
2.55536,83.29842,1000.78284,-255.28181,0.00000,N/A,3.03616,-1.60279,5478.32468,-89185.30712,True,False,-5.11071
0.98043,-502.85954,1000.61196,-97.87988,-0.00000,Slussen,0.15738,-0.56116,5474.89753,-89186.97096,False,False,-1.96086
1.39204,-725.22840,1000.87566,-138.83540,-0.00000,Entrée,-0.87816,-5.12247,5477.22908,-89182.37211,False,False,-2.78409
2.58496,917.53534,1000.65097,-258.34219,0.00000,Entrée,5.23985,-4.60306,5473.71270,-89187.32190,True,False,-5.16991
2.12672,-780.30653,1000.51722,-212.28695,-0.00000,Entrée,2.38888,-1.54619,5472.28107,-89185.96087,True,False,-4.25345
-0.19906,593.11093,1001.17089,20.48456,0.00000,Entrée,-1.68374,0.42714,5474.42664,-89187.39084,False,False,0.39811
1.52819,-1132.06851,1001.22353,-152.26673,-0.00000,Brinnelvägen 8,2.11101,-2.35622,5471.88933,-89184.78571,False,False,-3.05638
2.77314,-2534.95560,1000.74803,-277.03165,-0.00001,KTH Biblioteket,1.08355,-2.94928,5476.04190,-89183.46830,False,False,-5.54629
2.75142,-562.75860,1000.78537,-274.90831,-0.00000,Entrée,2.90770,-5.28703,5473.70958,-89186.64151,True,False,-5.50284
1.18916,2448.50148,1000.53804,-118.71260,0.00000,KTH Biblioteket,0.76144,-0.68872,5474.25122,-89185.87021,True,True,-2.37831
1.58236,858.67387,1000.68769,-158.03091,0.00000,Entrée,0.78904,-1.41062,5477.13591,-89187.94877,True,False,-3.16472
0.93622,582.11880,1000.24408,-93.41812,0.00000,Slussen,1.03946,-0.69621,5479.31512,-89185.81812,True,False,-1.87244
-0.05943,325.81286,1000.76072,6.10392,0.00000,Slussen,-0.70753,1.21361,5474.95938,-89184.86156,False,False,0.11885
0.71319,-1060.50554,1000.36599,-71.29113,-0.00000,Brinnelvägen 8,0.84345,-0.88301,5474.34533,-89186.54995,False,False,-1.42638
1.82604,-360.06534,1000.59831,-182.16092,-0.00000,Slussen,3.12110,-1.54206,5471.79157,-89185.32966,True,False,-3.65209
-0.06384,1274.66493,1000.63274,6.70280,0.00000,Lindstedsvägen 24,-3.86066,-4.48873,5476.92790,-89188.36842,True,False,0.12769
1.79171,-302.59146,1000.59524,-178.94051,-0.00000,Slussen,2.15053,-1.73212,5473.58802,-89185.32476,True,False,-3.58343
0.21425,-522.61695,1000.69700,-21.02154,-0.00000,Slussen,-0.34116,0.28735,5475.57459,-89182.31167,False,False,-0.42850
1.10516,1122.88069,1000.88511,-110.14546,0.00000,Brinnelvägen 8,1.39561,-0.28036,5472.57449,-89185.16753,True,False,-2.21032
-0.43427,484.95413,1000.38284,43.58444,0.00000,Slussen,-0.39518,1.00993,5474.30504,-89184.97676,False,False,0.86854
0.42131,-1098.42385,1000.39479,-41.88770,-0.00000,Brinnelvägen 8,0.85014,-1.27290,5476.05934,-89185.47691,False,False,-0.84262
1.34568,-1099.09332,1000.34135,-134.41412,-0.00000,Brinnelvägen 8,0.86327,-0.31303,5472.87251,-89184.36227,False,False,-2.69136
-0.16489,-691.08371,1000.72073,16.78601,-0.00000,Slussen,-0.65199,-1.37294,5474.64179,-89187.45930,False,False,0.32979
0.94195,-857.62072,1000.76362,-93.91054,-0.00000,Entrée,1.54376,-1.25297,5479.93071,-89186.50128,False,False,-1.88390
0.48185,131.55822,1000.32091,-48.14639,0.00000,N/A,2.34642,1.86670,5477.28272,-89187.89963,False,False,-0.96371
2.37168,-266.08362,1000.41620,-236.96269,-0.00000,Slussen,5.76813,0.27174,5474.30490,-89186.46316,True,False,-4.74336
0.42715,-1206.06724,1000.81904,-42.16215,-0.00000,Brinnelvägen 8,1.76906,-2.26447,5475.38874,-89184.99331,False,False,-0.85430
0.26577,331.81533,1000.45799,-26.32056,0.00000,Slussen,0.98692,-0.49042,5472.06599,-89184.86409,False,False,-0.53153
1.03925,1393.31055,1000.55195,-103.87230,0.00000,Lindstedsvägen 24,0.83587,-1.43123,5475.36346,-89185.29683,True,False,-2.07851
0.74228,4.20507,1000.56377,-73.99496,0.00000,N/A,2.05720,1.04457,5478.56654,-89186.50549,False,False,-1.48456
1.13581,102.69787,1000.74842,-113.25840,0.00000,N/A,2.60979,-1.95116,5476.61137,-89188.32525,True,False,-2.27161
1.86290,-1725.57096,1000.53086,-186.01909,-0.00000,Östra stationen,1.90062,-2.14977,5479.17706,-89185.48789,False,False,-3.72580
-0.29865,-282.83281,1000.47117,30.31857,-0.00000,N/A,-0.50292,0.32610,5477.15958,-89184.97900,False,False,0.59730
-0.03106,-533.58690,1001.05135,3.48618,-0.00000,Slussen,1.48465,0.38237,5475.48713,-89185.17798,False,False,0.06211
0.50261,-1100.82002,1000.56274,-50.03009,-0.00000,Brinnelvägen 8,-0.84946,0.65467,5472.20190,-89185.88296,False,False,-1.00523
0.69887,154.57368,1000.55988,-69.81238,0.00000,N/A,1.90883,0.69664,5471.82016,-89186.90330,False,False,-1.39774
1.22667,114.16087,1000.78713,-122.43277,0.00000,N/A,2.17774,-1.82494,5473.32999,-89185.07171,True,False,-2.45334
3.12215,2102.86143,1000.27218,-312.16757,0.00000,Östra stationen,1.33299,-2.37313,5473.11840,-89187.21049,True,True,-6.24430
1.28672,1605.18711,1000.72119,-128.42877,0.00000,Lindstedsvägen 24,-0.00905,-2.56491,5474.24952,-89187.72576,True,False,-2.57343
0.37517,892.09690,1001.09456,-37.10846,0.00000,Entrée,-0.92744,2.86880,5474.33286,-89184.42908,True,False,-0.75035
0.62556,1470.89046,1000.21339,-62.51176,0.00000,Lindstedsvägen 24,0.10341,-1.56020,5474.82210,-89185.58483,True,False,-1.25112
-0.67640,-1.74464,1000.91760,68.03394,-0.00000,N/A,0.77955,2.37681,5473.03624,-89186.82583,False,False,1.35280
2.33378,-234.60113,1000.88428,-233.15169,-0.00000,Slussen,0.96478,-1.48245,5474.47903,-89184.51061,True,False,-4.66755
-0.39709,757.50271,1000.18494,39.88973,0.00000,Entrée,0.42060,-1.22464,5475.32726,-89184.95908,False,False,0.79417
-0.14678,712.27605,1000.77798,14.90227,0.00000,Entrée,-0.23792,0.77056,5477.71804,-89187.26072,False,False,0.29356
0.01396,-262.92856,1000.50371,-1.09237,-0.00000,N/A,-0.78817,1.09056,5472.69400,-89183.60753,False,False,-0.02792
2.82897,-156.08524,1000.60509,-282.66958,-0.00000,Slussen,5.25924,-3.72724,5474.54540,-89184.34133,True,False,-5.65795
1.33093,1209.16655,1000.27248,-132.94681,0.00000,Brinnelvägen 8,0.88409,-0.56877,5477.87700,-89187.32127,True,False,-2.66186
1.70393,41.61842,1000.76070,-170.05633,0.00000,N/A,1.16673,-0.87760,5476.06383,-89185.87507,True,False,-3.40787
1.78509,10.54331,1000.35696,-178.25906,0.00000,N/A,1.35097,-3.04151,5477.86091,-89185.83106,True,False,-3.57018
-0.18399,971.25561,1000.17622,18.54693,0.00000,Brinnelvägen 8,-0.39565,-0.56164,5474.57877,-89184.00722,False,False,0.36797
-1.04545,1312.74932,1000.12676,104.66740,0.00000,Lindstedsvägen 24,-1.53524,1.51626,5473.51337,-89184.47464,False,False,2.09091
-0.39590,-899.33991,1000.72986,39.79717,-0.00000,Entrée,1.36201,-1.06145,5475.70617,-89184.40632,False,False,0.79180
2.47403,1325.11597,1000.36646,-247.20177,0.00000,Brinnelvägen 8,3.78334,-1.74270,5475.17447,-89186.38002,True,False,-4.94806
1.14566,-2311.94397,1000.72982,-114.27892,-0.00000,KTH Biblioteket,0.42382,-1.92422,5473.04267,-89187.31113,False,False,-2.29131
0.22215,441.51853,1000.60272,-22.16878,0.00000,Slussen,-1.60810,-1.50994,5475.23273,-89184.95499,False,False,-0.44430
2.99884,884.95080,1000.62838,-299.44085,0.00000,Slussen,2.34138,-3.42395,5476.01527,-89187.82753,True,False,-5.99769
2.43581,-137.51523,1000.89777,-243.19321,-0.00000,N/A,3.21420,-3.04291,5472.77622,-89185.29242,True,False,-4.87161
3.40748,-778.08340,1001.20957,-340.15888,-0.00000,Brinnelvägen 8,1.97480,-4.56154,5472.57078,-89186.70549,True,False,-6.81495
-0.22830,909.42591,1001.07650,23.33627,0.00000,Brinnelvägen 8,-0.70229,-1.80711,5472.39518,-89184.89423,False,False,0.45660
0.93441,-156.93370,1000.75806,-93.36529,-0.00000,N/A,2.98413,-2.07539,5475.24497,-89186.14979,False,False,-1.86882
0.24693,470.17562,1000.47193,-24.46304,0.00000,Slussen,-0.63095,-1.51693,5474.48188,-89185.62655,False,False,-0.49386
2.79754,224.55702,1000.87687,-279.31887,0.00000,N/A,1.87993,-2.41584,5475.43151,-89185.58727,True,False,-5.59509
1.09050,1836.37540,1000.65681,-108.90313,0.00000,Östra stationen,2.99266,0.88009,5471.88972,-89186.18295,True,False,-2.18100
0.88018,1402.31592,1000.24846,-87.84800,0.00000,Lindstedsvägen 24,1.15734,-2.90689,5474.18131,-89184.07099,True,False,-1.76036
-1.00066,20.26245,1000.74859,100.30975,0.00000,N/A,-3.48781,3.67232,5471.90106,-89184.72497,False,False,2.00131
2.52700,-33.44823,1000.54801,-252.52010,-0.00000,N/A,3.77092,-1.12772,5477.48642,-89185.55485,True,False,-5.05401
1.68248,-641.25536,1000.75880,-167.99144,-0.00000,Entrée,2.18945,-1.54584,5476.69567,-89187.39797,True,False,-3.36495
1.38355,-708.32186,1000.58674,-138.23857,-0.00000,Entrée,1.32354,-1.79493,5471.57073,-89185.91979,False,False,-2.76710
-0.03253,2308.46732,1000.89950,3.45940,0.00000,KTH Biblioteket,-1.24999,-0.58731,5472.37075,-89186.14181,True,True,0.06505
3.08583,292.02122,1001.00828,-308.00018,0.00000,N/A,6.92174,-4.46977,5474.74981,-89185.57690,True,False,-6.17167
1.12387,-1415.12993,1000.17712,-112.21553,-0.00000,Lindstedsvägen 24,2.70994,-2.53390,5475.23810,-89185.60595,False,False,-2.24773
1.44636,210.41501,1000.70143,-144.24047,0.00000,N/A,0.42969,-2.83668,5474.04620,-89184.19057,True,False,-2.89273
1.20380,-1057.17657,1000.60541,-119.88332,-0.00000,Brinnelvägen 8,0.69488,-3.27475,5473.91562,-89186.99043,False,False,-2.40760
1.78604,147.01934,1000.48335,-178.41373,0.00000,N/A,2.68934,-2.78153,5477.13757,-89186.30803,True,False,-3.57208
1.35597,-2053.78150,1000.92738,-135.21904,-0.00000,KTH Biblioteket,1.63173,0.22262,5476.80430,-89185.54908,False,False,-2.71194
1.07169,156.73007,1000.20501,-107.05222,0.00000,N/A,0.46364,-2.10396,5475.01261,-89184.97968,True,False,-2.14338
0.81321,148.12426,1000.12610,-81.19878,0.00000,N/A,-0.32796,-0.73400,5475.05361,-89185.35446,False,False,-1.62642
-0.74032,263.64574,1000.74752,74.38321,0.00000,Slussen,-0.86417,2.27013,5474.99574,-89186.08112,False,False,1.48064
1.07966,-1146.27269,1000.70045,-107.57125,-0.00000,Brinnelvägen 8,1.37966,-0.11663,5474.09826,-89187.76371,False,False,-2.15931
-0.02592,2199.07246,1000.84016,3.02466,0.00000,KTH Biblioteket,0.14064,0.39974,5474.79879,-89185.08870,True,True,0.05184
-0.37598,-184.01115,1000.41247,37.75360,-0.00000,N/A,-1.06228,2.27629,5473.57176,-89186.30463,False,False,0.75196
-0.35315,321.84993,1000.79448,35.59029,0.00000,Slussen,0.60570,0.60294,5479.66347,-89185.46748,False,False,0.70630
-0.11995,757.51367,1000.93376,12.50580,0.00000,Entrée,2.22198,-1.04474,5470.86461,-89186.61741,False,False,0.23991
0.29466,-421.74964,1000.87892,-29.13279,-0.00000,Slussen,-0.06357,-1.47882,5471.37346,-89184.68100,False,False,-0.58932
1.84278,-1047.89439,1000.23063,-184.23805,-0.00000,Brinnelvägen 8,3.09926,-2.69948,5472.54850,-89185.42418,False,False,-3.68556
-0.04358,1289.12836,1000.33729,4.60323,0.00000,Lindstedsvägen 24,-0.50223,-0.29326,5475.09542,-89188.44394,True,False,0.08715
0.71564,145.82143,1000.43906,-71.35964,0.00000,N/A,0.14319,-0.84332,5476.23378,-89186.18183,False,False,-1.43128
-0.68213,292.34293,1000.43661,68.44085,0.00000,Slussen,-1.12415,0.72396,5474.85712,-89186.50916,False,False,1.36427
2.50586,-1555.00081,1000.46549,-250.27775,-0.00000,Östra stationen,4.38688,-2.32032,5472.15939,-89185.76338,False,False,-5.01172
1.81607,762.26584,1000.17786,-181.46786,0.00000,Slussen,2.72397,-0.83038,5474.00207,-89186.46511,True,False,-3.63215
0.58714,-984.27437,1000.36743,-58.64749,-0.00000,Entrée,0.22751,-1.48898,5475.52379,-89186.71039,False,False,-1.17427
1.92918,-652.16729,1000.77034,-192.62518,-0.00000,Entrée,4.12078,-3.02342,5475.21687,-89186.36429,True,False,-3.85835
1.87270,-493.03466,1000.48673,-187.10649,-0.00000,Slussen,2.00507,-3.22398,5479.00985,-89185.04861,True,False,-3.74539
0.98802,-644.88151,1000.80403,-98.42026,-0.00000,Slussen,0.20734,-2.89021,5475.99403,-89186.72903,False,False,-1.97605
3.44819,-1679.58703,1000.43783,-344.68951,-0.00000,KTH Biblioteket,2.70036,-4.40559,5472.51942,-89183.71949,True,False,-6.89637
1.17887,-1243.99756,1001.06226,-117.36132,-0.00000,Brinnelvägen 8,1.16875,-0.73218,5473.02248,-89185.30435,False,False,-2.35774
0.02238,596.29495,1000.93388,-1.73381,0.00000,Slussen,0.55186,0.88526,5473.56134,-89185.76642,False,False,-0.04477
-0.12810,603.20530,1000.47291,13.08446,0.00000,Entrée,-0.46687,0.37054,5472.11177,-89185.31103,False,False,0.25620
1.62620,-1165.98898,1000.92655,-162.08469,-0.00000,Brinnelvägen 8,-0.21274,-0.72338,5471.95984,-89186.99225,False,False,-3.25240
-0.66478,397.77424,1000.67973,66.67582,0.00000,Slussen,1.14778,2.61480,5475.91972,-89184.56518,False,False,1.32955
0.78362,1432.93157,1000.38140,-78.30966,0.00000,Lindstedsvägen 24,3.80998,-1.61496,5475.72136,-89185.37984,True,False,-1.56724
1.79662,142.66447,1000.56733,-179.30813,0.00000,N/A,1.75986,-1.51842,5474.86625,-89187.00304,True,False,-3.59325
0.97809,144.00924,1000.58733,-97.46224,0.00000,N/A,1.19334,-2.71998,5474.95702,-89186.37170,True,False,-1.95618
0.09446,20.75423,1000.92288,-9.07271,0.00000,N/A,1.14746,1.08991,5476.23616,-89186.44113,False,False,-0.18891
0.58406,1577.69767,1000.59403,-58.14022,0.00000,Östra stationen,0.76020,-1.75078,5478.93141,-89186.36038,True,False,-1.16813
0.36871,-845.49845,1000.43312,-36.66431,-0.00000,Entrée,1.24196,0.72413,5473.10232,-89185.37590,False,False,-0.73742
0.54833,-637.25820,1000.32822,-54.56481,-0.00000,Slussen,-0.05271,1.72301,5473.60067,-89184.48836,False,False,-1.09666
1.27904,1250.15221,1000.83105,-127.57980,0.00000,Brinnelvägen 8,0.86307,-1.48226,5473.95291,-89184.58065,True,False,-2.55809
-0.84133,1306.70146,1000.36082,84.26531,0.00000,Lindstedsvägen 24,-1.59150,0.36083,5473.67116,-89186.10691,False,False,1.68266
0.63351,1502.03449,1000.35723,-63.21318,0.00000,Lindstedsvägen 24,1.06863,-3.69693,5474.83686,-89186.70011,True,False,-1.26702
0.93694,-1096.39068,1001.14177,-93.22511,-0.00000,Brinnelvägen 8,1.23905,-1.72765,5474.26372,-89185.84742,False,False,-1.87388
0.12349,-552.96870,1001.10870,-11.78610,-0.00000,Slussen,-0.16544,-0.21706,5471.50302,-89185.71865,False,False,-0.24699
2.78581,-1141.91407,1000.59357,-278.38409,-0.00000,Lindstedsvägen 24,0.49747,-2.59564,5474.15907,-89185.69035,True,False,-5.57163
0.80663,-207.45081,1000.62955,-80.52991,-0.00000,N/A,0.80974,-2.21038,5475.38428,-89185.08405,False,False,-1.61326
-0.70719,779.06057,1000.70787,70.95125,0.00000,Entrée,0.73713,0.42044,5475.98650,-89188.58403,False,False,1.41439
0.44207,-390.28803,1000.17435,-44.13217,-0.00000,Slussen,2.28863,-0.19755,5472.86443,-89185.43332,False,False,-0.88413
1.92592,-942.08530,1000.67410,-192.26250,-0.00000,Brinnelvägen 8,1.94780,-3.12348,5475.55700,-89185.86540,False,False,-3.85185
-0.06236,693.02515,1000.61178,6.38628,0.00000,Entrée,-0.83305,-0.48346,5475.48617,-89186.60992,False,False,0.12471
1.11194,1348.40058,1000.38979,-110.86628,0.00000,Lindstedsvägen 24,2.92859,-2.46555,5474.69103,-89185.16615,True,False,-2.22388
1.41613,25.96239,1001.23654,-141.07143,0.00000,N/A,2.37134,-0.47267,5473.41645,-89187.74172,True,False,-2.83226
2.06575,-167.35040,1000.41264,-206.32905,-0.00000,N/A,1.93976,-1.56973,5479.98021,-89187.65119,True,False,-4.13151
1.54304,-626.60324,1000.29784,-154.10374,-0.00000,Slussen,2.57640,-1.79170,5472.75694,-89184.95768,False,False,-3.08608
1.35953,-504.53892,1000.69024,-135.59699,-0.00000,Slussen,1.79020,-1.66089,5472.96068,-89183.91376,False,False,-2.71906
0.88529,751.14744,1000.06701,-88.49905,0.00000,Entrée,1.17028,-1.67844,5473.78113,-89185.37268,True,False,-1.77058
0.68226,103.96214,1001.15307,-67.73621,0.00000,N/A,1.65110,-0.64855,5474.75023,-89187.73648,False,False,-1.36453
0.84139,1141.78829,1000.37205,-83.91997,0.00000,Brinnelvägen 8,0.64419,-1.36364,5479.49638,-89185.29239,True,False,-1.68279
-0.44126,970.49878,1000.60750,44.30745,0.00000,Brinnelvägen 8,-0.36107,0.44232,5476.33413,-89186.21688,False,False,0.88252
2.79924,-1209.64776,1000.28895,-279.79272,-0.00000,Lindstedsvägen 24,3.58387,-2.35728,5473.50694,-89185.03321,True,False,-5.59848
1.45675,-1731.10355,1000.68512,-145.14147,-0.00000,Östra stationen,2.76821,-2.93751,5476.06022,-89186.35388,False,False,-2.91349
0.32379,238.31061,1000.73565,-32.30556,0.00000,Slussen,1.73160,0.78755,5473.40299,-89185.05344,False,False,-0.64757
0.76531,700.48642,1000.83789,-76.32364,0.00000,Entrée,-3.10791,-0.09300,5475.04597,-89186.79672,True,False,-1.53063
0.91088,-2443.23757,1000.62539,-90.80578,-0.00000,KTH Biblioteket,4.62242,-4.02972,5470.79542,-89186.46622,False,False,-1.82176
1.56785,-927.95947,1001.07523,-156.20697,-0.00000,Entrée,1.30183,-2.15664,5475.72558,-89185.52422,False,False,-3.13570
1.22556,-306.21768,1000.49016,-122.32892,-0.00000,Slussen,2.20917,-0.51557,5478.00933,-89185.21366,False,False,-2.45113
1.83244,80.50046,1000.09956,-183.18728,0.00000,N/A,3.47415,-4.28870,5475.32402,-89186.12069,True,False,-3.66487
1.24768,346.57296,1000.76563,-124.49504,0.00000,Slussen,1.34746,-1.28122,5478.72843,-89185.18783,True,False,-2.49536
0.29669,12.39149,1000.93243,-29.25441,0.00000,N/A,-1.43854,-0.82842,5473.44502,-89186.20900,False,False,-0.59338
2.20867,-958.83279,1000.48733,-220.54402,-0.00000,Brinnelvägen 8,0.57203,-2.00222,5477.60988,-89188.07602,True,False,-4.41733
0.89890,454.71728,1000.61866,-89.75835,0.00000,Slussen,2.40779,0.96269,5473.95861,-89186.20863,True,False,-1.79780
-0.89783,1085.22602,1000.88606,90.16638,0.00000,Brinnelvägen 8,0.42508,0.62724,5474.79265,-89185.53214,False,False,1.79566
1.33829,-331.60573,1000.33290,-133.64907,-0.00000,Slussen,0.82665,-2.69094,5472.35484,-89186.17736,True,False,-2.67658
0.07251,1330.27281,1000.54773,-7.12876,0.00000,Lindstedsvägen 24,-1.67357,0.18686,5473.12217,-89185.61128,True,False,-0.14501
