y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
Dragspel,1.59315,-1749.97795,1000.89066,-158.98742,-0.00000,Östra stationen,-0.36483,-1.54730,5474.28464,-89186.04286,False,False,-3.18630
Dragspel,0.30285,869.45826,1000.58438,-30.13866,0.00000,Entrée,1.61246,-1.23294,5473.84073,-89186.83387,True,False,-0.60571
Dragspel,1.30093,-279.12304,1000.75076,-129.96531,-0.00000,Slussen,1.46513,-1.54926,5474.01323,-89184.23421,True,False,-2.60186
Nyckelharpa,0.85796,1002.52094,1000.57124,-85.55527,0.00000,Brinnelvägen 8,1.26231,-1.06453,5474.11924,-89186.23077,True,False,-1.71592
Serpent,0.20508,-1132.70018,1000.66743,-20.36012,-0.00000,Brinnelvägen 8,0.81064,-1.14025,5474.72643,-89186.54518,False,False,-0.41016
Dragspel,1.63144,-817.40529,1001.10080,-162.72854,-0.00000,Entrée,-0.06517,-0.59806,5473.74992,-89186.87915,False,False,-3.26287
Dragspel,0.57755,-737.80311,1000.29559,-57.67906,-0.00000,Slussen,2.50655,-0.14487,5471.42899,-89185.55196,False,False,-1.15510
Dragspel,0.62308,-781.61072,1001.06974,-61.78318,-0.00000,Entrée,1.83610,-1.17983,5473.03073,-89186.59612,False,False,-1.24616
Dragspel,-0.46016,103.12730,1000.62293,46.28742,0.00000,N/A,-3.80771,0.80475,5475.41818,-89187.19511,False,False,0.92031
Dragspel,0.87174,-509.78086,1000.48467,-86.72295,-0.00000,Slussen,1.28278,-0.48220,5473.97301,-89186.07379,False,False,-1.74349
Dragspel,1.84927,626.76250,1000.49751,-184.70215,0.00000,Slussen,3.05959,-2.13373,5472.82508,-89187.22817,True,False,-3.69854
Dragspel,1.13977,673.54308,1001.27560,-113.37507,0.00000,Slussen,0.07059,-2.07659,5474.17578,-89186.24573,True,False,-2.27954
Dragspel,1.47308,718.53414,1000.40569,-146.99827,0.00000,Slussen,-1.40040,-1.93930,5473.22639,-89185.20058,True,False,-2.94615
Dragspel,1.05807,-429.50600,1000.38251,-105.60946,-0.00000,Slussen,1.36838,0.30513,5476.65131,-89184.77590,False,False,-2.11614
Dragspel,1.29588,-1126.72021,1001.14162,-129.10188,-0.00000,Brinnelvägen 8,3.63023,-1.11598,5475.66887,-89185.67217,False,False,-2.59177
Serpent,1.79310,-940.28113,1000.40029,-179.21322,-0.00000,Brinnelvägen 8,0.92475,-2.87019,5475.48536,-89182.60394,False,False,-3.58620
Dragspel,1.51664,210.24536,1000.51495,-151.45090,0.00000,N/A,2.12827,-0.17393,5474.15947,-89184.80355,True,False,-3.03328
Dragspel,1.88201,-232.63680,1000.57539,-187.86142,-0.00000,Slussen,3.59099,-0.45495,5472.19459,-89186.57372,True,False,-3.76403
Dragspel,2.71040,-1252.52514,1001.13723,-270.45647,-0.00000,Lindstedsvägen 24,1.43139,-1.90811,5473.24982,-89186.02490,True,False,-5.42081
Dragspel,1.33503,-104.01393,1000.85285,-132.93904,-0.00000,N/A,0.66610,-0.40357,5475.80353,-89185.28205,True,False,-2.67005
Dragspel,0.50532,597.15185,1000.74185,-50.00162,0.00000,Slussen,1.91379,-0.14341,5472.61177,-89186.81543,True,False,-1.01064
Dragspel,0.96644,-306.56001,1001.06876,-96.17020,-0.00000,Slussen,1.62235,0.60424,5474.60130,-89187.18081,False,False,-1.93288
Serpent,-0.58736,-401.00318,1000.60208,58.80303,-0.00000,N/A,-1.12134,1.22480,5476.80930,-89188.51044,False,False,1.17472
Dragspel,1.40038,-1682.22172,1000.09557,-140.01122,-0.00000,Östra stationen,2.37837,-2.55915,5474.57583,-89187.00963,False,False,-2.80077
Nyckelharpa,2.30998,761.43960,1000.59051,-230.75325,0.00000,Slussen,2.54896,-1.75059,5479.02102,-89186.67432,True,False,-4.61996
Dragspel,1.51761,-1089.97502,1000.18955,-151.71904,-0.00000,Brinnelvägen 8,1.68772,-1.38098,5476.50936,-89188.07545,False,False,-3.03521
Nyckelharpa,1.77804,700.19062,1000.39210,-177.53777,0.00000,Slussen,2.11360,-2.12551,5474.19293,-89185.42886,True,False,-3.55607
Serpent,0.03748,-258.87154,1000.91810,-3.32817,-0.00000,N/A,-1.18525,-0.89467,5475.28999,-89185.39670,False,False,-0.07497
Serpent,2.48940,-268.70890,1000.49841,-248.74979,-0.00000,Slussen,4.43515,-0.29492,5478.54180,-89187.32632,True,False,-4.97880
Dragspel,-0.86692,1320.39469,1000.46458,86.89919,0.00000,Lindstedsvägen 24,0.03174,-0.67288,5473.83231,-89187.63792,False,False,1.73385
Serpent,2.26149,-769.71629,1000.34578,-226.04291,-0.00000,Entrée,0.64020,-3.10454,5474.00915,-89184.90001,True,False,-4.52299
Serpent,1.72069,155.46548,1000.39130,-172.01498,0.00000,N/A,2.17495,-0.83597,5474.58711,-89184.02040,True,False,-3.44138
Serpent,-0.42229,-862.66134,1000.52295,42.36838,-0.00000,Entrée,-1.55859,-1.15817,5474.67394,-89184.42145,False,False,0.84457
Dragspel,1.03244,1612.63284,1001.08866,-102.85309,0.00000,Östra stationen,-1.78665,-1.74470,5473.47522,-89186.71418,True,False,-2.06489
Serpent,0.52050,-475.18410,1000.20015,-52.00439,-0.00000,Slussen,2.38810,1.08218,5479.72121,-89188.22955,False,False,-1.04101
Nyckelharpa,2.90050,-109.33429,1000.59627,-289.82449,-0.00000,N/A,3.60518,-2.24052,5478.53544,-89185.20968,True,False,-5.80100
Nyckelharpa,0.98709,1102.55617,1000.39369,-98.45384,0.00000,Brinnelvägen 8,1.00330,-0.23200,5475.05202,-89186.04943,True,False,-1.97418
Dragspel,0.82667,-77.29242,1000.98078,-82.29269,-0.00000,N/A,1.40581,-1.41054,5473.38851,-89186.06149,False,False,-1.65333
Dragspel,1.28626,178.36596,1000.37123,-128.44463,0.00000,N/A,0.97105,-2.29263,5475.09499,-89186.67875,True,False,-2.57252
Dragspel,0.75224,-244.21381,1000.66825,-75.02694,-0.00000,N/A,1.28345,-1.73270,5472.61358,-89185.86856,False,False,-1.50447
Serpent,0.66642,55.41728,1000.35638,-66.61145,0.00000,N/A,1.80668,0.44109,5478.40335,-89189.39221,False,False,-1.33285
Nyckelharpa,-1.35463,506.10565,1000.48167,135.68629,0.00000,Entrée,-0.23025,1.01448,5477.58339,-89186.70717,False,False,2.70927
Serpent,3.70440,-77.60819,1000.68615,-370.28957,-0.00000,Slussen,3.11063,-4.52157,5474.16600,-89186.63827,True,False,-7.40880
Dragspel,-0.11364,655.41868,1000.13010,11.46650,0.00000,Entrée,1.70596,-1.04134,5474.07445,-89185.14233,False,False,0.22727
Serpent,1.28542,-1471.44549,1000.77652,-128.17605,-0.00000,Lindstedsvägen 24,1.81577,-0.55032,5479.84959,-89189.19125,False,False,-2.57085
Dragspel,1.31155,122.47000,1000.52753,-131.00382,0.00000,N/A,2.70281,-1.24903,5470.81634,-89185.72555,True,False,-2.62310
Dragspel,1.37148,421.19646,1000.41508,-137.10567,0.00000,Slussen,1.90171,-1.86068,5474.48634,-89183.92639,True,False,-2.74296
Dragspel,-1.15877,2853.97604,1000.61602,116.19290,0.00001,KTH Biblioteket,1.42144,-1.68669,5473.92254,-89185.86295,True,True,2.31753
Nyckelharpa,1.11469,-169.26719,1000.34847,-111.25437,-0.00000,N/A,0.89635,-0.23890,5479.05571,-89185.18077,False,False,-2.22937
Serpent,1.71965,-718.12954,1000.39583,-171.83826,-0.00000,Entrée,5.91301,0.91113,5475.01745,-89184.60488,True,False,-3.43930
Nyckelharpa,2.67861,-1225.98751,1000.75086,-267.57793,-0.00000,Lindstedsvägen 24,3.22738,-3.32648,5477.64369,-89185.49697,True,False,-5.35722
Nyckelharpa,0.76962,-747.55602,1000.61578,-76.76806,-0.00000,Entrée,0.25464,0.54945,5472.76933,-89186.09902,False,False,-1.53925
Dragspel,1.55560,-817.70852,1000.50573,-155.26253,-0.00000,Entrée,2.60855,-1.17057,5472.58900,-89184.60626,False,False,-3.11120
Nyckelharpa,0.03569,-47.70157,1000.30394,-3.43423,-0.00000,N/A,0.26504,-0.75013,5475.34127,-89185.07998,False,False,-0.07137
Nyckelharpa,0.13035,-953.15251,1000.54382,-12.74321,-0.00000,Entrée,1.44474,-0.31622,5480.08926,-89185.31721,False,False,-0.26070
Dragspel,0.83620,15.20075,1000.36385,-83.45463,0.00000,N/A,-1.60287,2.42676,5472.35541,-89187.84845,False,False,-1.67240
Dragspel,0.93808,400.20111,1000.93139,-93.31358,0.00000,Slussen,2.63465,-2.13706,5474.27853,-89186.63446,True,False,-1.87617
Dragspel,1.25858,-633.09189,1000.48703,-125.61485,-0.00000,Slussen,0.61620,-1.60372,5474.78917,-89185.10308,False,False,-2.51717
erpent,1.01978,-2.86884,1000.63342,-101.63995,-0.00000,N/A,1.31718,-0.61074,5474.96722,-89185.78845,True,False,-2.03955
Serpent,-1.09155,149.96915,1000.56508,109.24243,0.00000,Slussen,-0.00456,2.91528,5474.59787,-89184.69422,False,False,2.18310
Nyckelharpa,-0.91686,848.42745,1000.26709,91.82953,0.00000,Brinnelvägen 8,-0.79104,0.94320,5475.31058,-89186.10458,False,False,1.83373
Serpent,-0.05576,-871.66051,1000.48839,5.67487,-0.00000,Entrée,1.00057,-0.10346,5475.13794,-89188.69146,False,False,0.11152
Dragspel,1.49963,-711.81397,1000.65667,-149.51217,-0.00000,Entrée,2.52710,-2.89225,5476.20285,-89184.86935,False,False,-2.99925
Serpent,0.98174,-449.58925,1000.51427,-98.00985,-0.00000,Slussen,1.19794,-1.26108,5476.27460,-89184.44309,False,False,-1.96348
Dragspel,0.44099,1102.86439,1000.65045,-43.70080,0.00000,Brinnelvägen 8,1.00308,0.15094,5472.84152,-89188.82277,True,False,-0.88197
Serpent,0.62373,429.53457,1000.70930,-62.17759,0.00000,Slussen,-0.08111,-2.73948,5475.22346,-89184.34511,True,False,-1.24746
Serpent,0.41284,412.70661,1000.42832,-41.09472,0.00000,Slussen,0.67562,-0.22140,5475.18642,-89186.09676,False,False,-0.82568
Dragspel,1.18555,-558.56406,1001.15776,-117.96184,-0.00000,Slussen,2.29032,-3.77789,5478.02516,-89187.25219,False,False,-2.37109
Nyckelharpa,4.25475,440.07665,1000.55343,-425.29806,0.00000,N/A,3.83991,-4.89176,5474.52404,-89188.04368,True,False,-8.50949
Dragspel,0.14361,94.99818,1001.12452,-13.90847,0.00000,N/A,0.74003,-0.68480,5472.84977,-89186.72198,False,False,-0.28722
Dragspel,1.66790,-978.84462,1000.42058,-166.60615,-0.00000,Brinnelvägen 8,0.69489,0.28024,5473.58599,-89186.66314,False,False,-3.33579
Nyckelharpa,0.53124,676.66439,1000.50040,-52.88091,0.00000,Entrée,0.51030,-0.83186,5474.23114,-89185.74133,True,False,-1.06248
Nyckelharpa,3.20238,578.90674,1000.39700,-320.10558,0.00000,Slussen,3.21172,-1.88578,5477.32476,-89185.59516,True,False,-6.40477
Serpent,0.17544,-1282.35530,1000.34540,-17.41959,-0.00000,Brinnelvägen 8,-1.66298,-0.64808,5475.80760,-89185.06068,False,False,-0.35087
Serpent,1.04959,426.61981,1000.71151,-104.57574,0.00000,Slussen,1.66691,-4.20399,5479.63849,-89188.70461,True,False,-2.09918
Dragspel,0.80537,168.23954,1000.66906,-80.40156,0.00000,N/A,0.75658,-0.23258,5474.01725,-89186.95802,False,False,-1.61075
Nyckelharpa,1.77880,-480.59761,1000.83200,-177.57348,-0.00000,Slussen,2.19293,-1.59849,5474.62332,-89185.94227,True,False,-3.55761
Nyckelharpa,2.37316,-472.92658,1000.79145,-237.01937,-0.00000,Slussen,4.21665,-1.82113,5478.17853,-89185.04670,True,False,-4.74631
Serpent,0.41351,264.58016,1000.48308,-41.07700,0.00000,Slussen,1.16004,-1.04269,5475.52124,-89184.47143,False,False,-0.82702
Dragspel,1.44151,-787.17607,1000.51142,-143.74299,-0.00000,Entrée,-0.01878,1.01385,5473.27122,-89185.28868,False,False,-2.88303
Dragspel,0.59898,1338.46688,1000.94219,-59.43453,0.00000,Lindstedsvägen 24,-0.22369,0.78216,5473.08871,-89186.83182,True,False,-1.19795
Dragspel,0.65005,158.38245,1000.58187,-64.69365,0.00000,N/A,1.52127,-1.28223,5476.16100,-89184.67944,False,False,-1.30009
Dragspel,0.06960,-417.06269,1001.08760,-6.47944,-0.00000,Slussen,-0.03652,1.23013,5475.69123,-89185.76578,False,False,-0.13920
Dragspel,3.69039,-664.01417,1000.12372,-369.00482,-0.00000,Entrée,2.72265,-2.97185,5473.85386,-89186.39545,True,False,-7.38078
Serpent,1.33954,648.73256,1000.71425,-133.65769,0.00000,Slussen,0.27942,-2.58790,5473.63180,-89184.78852,True,False,-2.67909
Serpent,1.17269,1193.82953,1000.68848,-116.88789,0.00000,Brinnelvägen 8,-0.42198,1.22805,5472.54492,-89184.44032,True,False,-2.34539
Dragspel,1.71257,942.42263,1000.95545,-170.97921,0.00000,Entrée,2.40124,-1.04156,5473.81973,-89185.09426,True,False,-3.42515
Dragspel,3.15444,155.02349,1000.74288,-315.11745,0.00000,N/A,3.36410,-1.32018,5473.20112,-89185.93406,True,False,-6.30888
Dragspel,0.17677,208.58542,1000.36167,-17.57798,0.00000,N/A,-1.08653,-0.50117,5471.64952,-89186.96797,False,False,-0.35355
Serpent,0.82062,-252.57738,1000.78330,-81.65387,-0.00000,N/A,2.87614,0.27632,5475.06940,-89186.57477,False,False,-1.64124
Dragspel,0.15064,1788.68951,1000.29448,-14.91311,0.00000,Östra stationen,1.76369,-0.13146,5474.07307,-89185.60454,True,False,-0.30128
Nyckelharpa,0.42563,752.35404,1000.70742,-42.29953,0.00000,Entrée,-0.78689,-1.41809,5471.75691,-89184.68500,True,False,-0.85126
Nyckelharpa,1.33000,291.69961,1000.72733,-132.75853,0.00000,N/A,1.60133,-1.51473,5477.02884,-89185.23540,True,False,-2.66001
Dragspel,0.54951,625.51108,1000.54048,-54.81372,0.00000,Slussen,1.09513,-0.04789,5473.15006,-89183.49699,True,False,-1.09902
Serpent,1.84256,-391.32424,1000.53515,-184.11967,-0.00000,Slussen,1.63635,-3.73017,5475.41604,-89185.62970,True,False,-3.68512
Dragspel,1.76497,274.40996,1000.55136,-176.23973,0.00000,N/A,-0.23464,-2.01091,5473.86380,-89187.48342,True,False,-3.52994
Serpent,2.16291,146.75604,1000.75917,-215.90330,0.00000,N/A,1.25472,-4.17668,5474.97660,-89186.99594,True,False,-4.32582
Dragspel,0.39494,-1054.08527,1000.51816,-39.38831,-0.00000,Entrée,1.91554,-1.48943,5471.59405,-89184.54347,False,False,-0.78988
Dragspel,1.14434,-636.70493,1000.59601,-114.17329,-0.00000,Slussen,-0.13601,-2.17993,5472.77835,-89185.58426,False,False,-2.28869
Nyckelharpa,2.17992,-1148.13337,1000.38912,-217.73318,-0.00000,Brinnelvägen 8,2.82587,-1.79124,5477.62899,-89186.57526,True,False,-4.35984
Serpent,2.50505,-665.02598,1000.72707,-250.21588,-0.00000,Entrée,2.25856,-4.58027,5475.67073,-89184.66597,True,False,-5.01009
Serpent,2.24977,-218.71465,1000.54040,-224.59768,-0.00000,Slussen,0.68007,-1.72972,5474.66138,-89182.89384,True,False,-4.49955
Nyckelharpa,0.21923,700.79844,1000.67071,-21.65907,0.00000,Entrée,1.27906,-1.36317,5475.44610,-89188.06038,False,False,-0.43846
Dragspel,1.27036,523.39691,1000.76150,-126.61078,0.00000,Slussen,2.20508,-0.61936,5471.43439,-89188.25636,True,False,-2.54072
Serpent,0.22567,1623.14476,1000.42540,-22.41571,0.00000,Östra stationen,0.02437,-1.45315,5473.97356,-89183.92353,True,False,-0.45134
Dragspel,1.94772,811.72739,1000.31586,-194.54840,0.00000,Entrée,3.43075,-4.90759,5472.81973,-89187.00265,True,False,-3.89543
Dragspel,0.47349,-1011.31184,1000.56873,-47.10795,-0.00000,Entrée,1.28208,0.05306,5473.45931,-89186.01108,False,False,-0.94697
Dragspel,2.79814,399.77293,1000.87916,-279.28255,0.00000,N/A,3.58256,-2.27200,5471.36241,-89185.87642,True,False,-5.59628
Serpent,1.60359,-243.11460,1000.65846,-160.10765,-0.00000,Slussen,2.31892,0.92913,5474.69294,-89184.37212,True,False,-3.20719
Serpent,1.47911,210.85484,1000.42690,-147.68906,0.00000,N/A,1.49828,-2.58674,5476.53776,-89189.18385,True,False,-2.95822
Dragspel,0.34567,2535.17174,1000.32110,-34.42988,0.00001,KTH Biblioteket,1.35358,-2.66145,5473.98647,-89187.94786,True,True,-0.69134
Dragspel,1.32007,-1801.56943,1000.11420,-131.90789,-0.00000,Östra stationen,1.24193,-0.80245,5472.54226,-89188.34154,False,False,-2.64014
Dragspel,-0.57745,-621.36670,1000.97748,58.26568,-0.00000,Slussen,-1.32728,-0.59966,5472.62388,-89185.63725,False,False,1.15490
Dragspel,1.83227,208.72503,1000.17887,-183.12444,0.00000,N/A,4.39488,-3.60083,5473.54180,-89186.63779,True,False,-3.66454
Dragspel,1.33365,-510.01593,1000.73011,-132.87308,-0.00000,Slussen,1.50521,-1.56395,5473.84887,-89187.08582,False,False,-2.66730
Dragspel,0.21011,1021.96080,1000.74789,-20.54102,0.00000,Brinnelvägen 8,0.47290,-1.18775,5474.71967,-89186.88858,True,False,-0.42022
Dragspel,1.07671,-862.84551,1000.78133,-107.56031,-0.00000,Entrée,0.70858,-1.87569,5474.56385,-89185.30005,False,False,-2.15341
Dragspel,-0.67492,782.73835,1000.62923,67.80079,0.00000,Entrée,-1.10806,1.14802,5474.05805,-89186.51088,False,False,1.34983
Serpent,0.58216,-10.28893,1000.44209,-58.05304,-0.00000,N/A,2.67550,0.02489,5477.39276,-89183.88156,False,False,-1.16432
Dragspel,-0.13687,-59.63382,1000.22620,13.71240,-0.00000,N/A,0.63725,-0.18494,5474.44811,-89185.02674,False,False,0.27374
Dragspel,-0.77615,316.06150,1000.30914,77.87489,0.00000,Slussen,1.55947,-1.09363,5474.72950,-89186.18510,False,False,1.55230
Dragspel,1.05803,1332.92130,1000.61608,-105.55573,0.00000,Lindstedsvägen 24,0.66873,-2.68713,5473.95417,-89184.27437,True,False,-2.11606
Dragspel,2.72441,-809.89877,1000.63452,-272.26438,-0.00000,Entrée,-0.05577,1.15031,5474.92657,-89186.12582,True,False,-5.44881
Serpent,2.17677,600.29489,1000.56453,-217.44540,0.00000,Slussen,3.39001,-1.45063,5479.33225,-89190.76970,True,False,-4.35354
Nyckelharpa,0.76400,-1238.75541,1000.32076,-76.18855,-0.00000,Brinnelvägen 8,1.34718,-1.46752,5473.50280,-89185.25078,False,False,-1.52799
Dragspel,0.62450,245.07551,1000.93240,-61.92851,0.00000,N/A,-0.11187,-0.07753,5474.44867,-89186.85151,False,False,-1.24899
Dragspel,0.46985,621.46405,1000.93154,-46.54757,0.00000,Slussen,-0.37835,1.52860,5471.81814,-89184.61398,True,False,-0.93969
Nyckelharpa,3.07973,-1385.94637,1000.57319,-307.71256,-0.00000,Lindstedsvägen 24,3.67516,-3.26971,5475.02979,-89186.83705,True,False,-6.15945
Dragspel,-0.55443,1599.65284,1001.04818,55.98571,0.00000,Östra stationen,-1.59580,1.26212,5473.76306,-89185.22619,True,False,1.10887
Serpent,0.79437,1210.46536,1000.63896,-79.32990,0.00000,Brinnelvägen 8,-0.59992,-1.89139,5474.85991,-89186.97986,True,False,-1.58875
Dragspel,1.07609,-414.64282,1001.05592,-107.03563,-0.00000,Slussen,0.65129,-1.60475,5474.45206,-89185.88582,False,False,-2.15219
Serpent,0.48938,-175.50009,1000.41814,-48.73146,-0.00000,N/A,1.79864,0.60025,5474.01905,-89184.32898,False,False,-0.97876
Nyckelharpa,0.92197,-127.44889,1000.66190,-92.00216,-0.00000,N/A,1.05920,-1.11439,5474.03775,-89184.77786,False,False,-1.84395
Dragspel,1.98162,-1371.64835,1000.44448,-198.10958,-0.00000,Lindstedsvägen 24,1.09394,-2.25386,5472.60140,-89185.30188,False,False,-3.96324
Dragspel,1.42205,-382.44099,1000.76537,-141.81015,-0.00000,Slussen,1.64292,-3.09868,5474.34889,-89185.69772,True,False,-2.84409
Dragspel,0.22539,37.36539,1000.97621,-22.16273,0.00000,N/A,-1.93381,0.84083,5474.31968,-89187.46006,False,False,-0.45078
Dragspel,1.92049,-773.51068,1001.00278,-191.54171,-0.00000,Entrée,1.15669,-2.36148,5474.16269,-89186.55079,True,False,-3.84097
Dragspel,1.34181,-920.01893,1000.94173,-133.86149,-0.00000,Entrée,-0.03483,0.91979,5472.19068,-89186.69171,False,False,-2.68363
Serpent,1.65716,1035.15996,1000.76671,-165.43022,0.00000,Entrée,2.90013,-2.03218,5475.22753,-89188.84979,True,False,-3.31431
Dragspel,0.86475,2034.86101,1000.74594,-86.21644,0.00000,KTH Biblioteket,2.01548,-1.96673,5474.47067,-89185.12197,True,True,-1.72950
Dragspel,-0.72819,1232.18024,1001.08680,73.21247,0.00000,Lindstedsvägen 24,1.27589,-0.20284,5475.04992,-89186.19795,False,False,1.45639
Dragspel,1.92906,314.62851,1000.43827,-192.73059,0.00000,N/A,1.27439,-2.04149,5474.33928,-89185.62919,True,False,-3.85812
Nyckelharpa,0.61423,-154.81468,1000.57092,-61.15524,-0.00000,N/A,1.05925,0.27780,5480.59705,-89187.20455,False,False,-1.22847
Serpent,-0.03355,-508.94103,1000.55211,3.45671,-0.00000,Slussen,-2.15394,-0.80618,5474.94128,-89186.59850,False,False,0.06711
Dragspel,3.51709,-904.07685,1000.91200,-351.34680,-0.00000,Brinnelvägen 8,1.88183,-4.84748,5476.21401,-89187.28123,True,False,-7.03419
Dragspel,-0.26688,-592.02414,1000.33390,26.90707,-0.00000,Slussen,-1.67645,2.48794,5472.75283,-89185.03589,False,False,0.53376
Nyckelharpa,1.86841,-346.47982,1000.29637,-186.64198,-0.00000,Slussen,1.72242,-1.94703,5476.76507,-89187.14113,True,False,-3.73682
Dragspel,0.05657,176.24834,1000.24621,-5.41317,0.00000,N/A,-2.69263,0.67085,5473.19001,-89186.48551,False,False,-0.11314
Dragspel,0.92650,843.54570,1000.83789,-92.42457,0.00000,Entrée,0.83007,-0.57631,5472.59991,-89184.66730,True,False,-1.85300
Dragspel,1.08279,260.52196,1000.38372,-108.10715,0.00000,N/A,0.50066,-0.49163,5472.41546,-89186.27484,True,False,-2.16558
Dragspel,1.58627,501.75935,1000.93397,-158.05597,0.00000,Slussen,1.75907,-0.49508,5471.98047,-89185.87956,True,False,-3.17254
Nyckelharpa,1.18129,-1447.97493,1000.73213,-117.90409,-0.00000,Lindstedsvägen 24,0.45394,0.34257,5473.28774,-89187.37936,False,False,-2.36258
Dragspel,1.72736,-638.91636,1000.31070,-172.52774,-0.00000,Entrée,3.73449,-2.24947,5472.92161,-89185.47882,True,False,-3.45471
Serpent,1.85626,282.13525,1000.92787,-185.19951,0.00000,N/A,2.05254,-2.98050,5479.96348,-89187.23542,True,False,-3.71251
Nyckelharpa,-1.34409,1913.32841,1000.26313,134.63927,0.00000,KTH Biblioteket,-0.88868,1.23396,5474.33631,-89186.06336,False,False,2.68818
Dragspel,0.85907,656.03830,1000.80595,-85.79841,0.00000,Slussen,2.02723,-2.49657,5473.20733,-89184.79752,True,False,-1.71814
Serpent,0.10931,990.68654,1000.49191,-10.69778,0.00000,Brinnelvägen 8,1.46551,-0.61307,5478.94782,-89188.35679,True,False,-0.21862
Dragspel,4.44606,-280.38953,1001.18548,-444.08822,-0.00000,Slussen,3.88084,-3.56482,5473.06963,-89187.29266,True,False,-8.89212
Dragspel,3.00331,60.52768,1000.49845,-300.07100,0.00000,N/A,1.78901,-1.47147,5473.52842,-89184.94987,True,False,-6.00663
Dragspel,1.15121,584.21671,1000.72537,-114.88013,0.00000,Slussen,0.59078,-3.61102,5473.51679,-89186.94536,True,False,-2.30242
Dragspel,-0.06993,2117.60561,1000.68786,7.28946,0.00000,KTH Biblioteket,-0.57784,2.52662,5474.72484,-89184.85890,True,True,0.13987
Dragspel,0.56787,-1111.88786,1000.82086,-56.55210,-0.00000,Brinnelvägen 8,1.53817,-2.66863,5474.20718,-89185.36163,False,False,-1.13574
Dragspel,1.14604,-1564.76526,1000.64598,-114.12409,-0.00000,Lindstedsvägen 24,2.22813,0.82502,5475.15314,-89185.38605,False,False,-2.29209
Dragspel,0.82297,143.89448,1000.41470,-81.89079,0.00000,N/A,-0.51397,0.98939,5474.25947,-89186.78594,False,False,-1.64593
Nyckelharpa,1.95358,-879.02327,1000.69581,-195.05633,-0.00000,Entrée,2.90488,-2.53962,5477.84381,-89186.68096,True,False,-3.90716
Dragspel,0.89361,-1895.01788,1000.21442,-89.33750,-0.00000,Östra stationen,2.07364,-1.16073,5475.09587,-89186.92542,False,False,-1.78723
Nyckelharpa,0.63544,101.88189,1000.24609,-63.33312,0.00000,N/A,1.34641,-0.92629,5479.15929,-89187.04001,False,Flase,-1.27088
Serpent,2.28398,-334.96680,1000.60941,-228.07593,-0.00000,Slussen,2.75933,0.16480,5474.34923,-89184.44611,True,False,-4.56796
Dragspel,1.64825,-285.76123,1000.45663,-164.68541,-0.00000,Slussen,1.60340,-1.58359,5473.35782,-89185.81803,True,False,-3.29651
Nyckelharpa,0.15418,2231.93924,1000.71850,-15.14220,0.00000,KTH Biblioteket,-0.06764,-0.14808,5474.10057,-89186.42737,True,True,-0.30835
Serpent,1.50393,309.78592,1000.62080,-149.97243,0.00000,N/A,1.71556,-2.21635,5476.21370,-89183.80667,True,False,-3.00785
Dragspel,1.24811,711.99188,1000.53028,-124.33532,0.00000,Slussen,-0.17275,0.14045,5471.00980,-89185.87141,True,False,-2.49622
Dragspel,0.88933,-521.03128,1000.38940,-88.85038,-0.00000,Slussen,0.40660,-0.98438,5476.76364,-89185.56241,False,False,-1.77867
Nyckelharpa,-0.66371,1108.39077,1000.22930,66.50927,0.00000,Brinnelvägen 8,-0.54162,0.58051,5478.15755,-89185.08335,False,False,1.32741
Dragspel,1.16636,-865.02172,1000.37874,-116.36214,-0.00000,Entrée,0.67254,-3.63333,5475.38020,-89188.00701,False,False,-2.33272
Dragspel,0.91733,-485.99541,1000.67665,-91.24753,-0.00000,Slussen,2.09324,-3.00516,5472.84246,-89186.04178,False,False,-1.83465
Nyckelharpa,2.21319,-358.45681,1000.40486,-221.10727,-0.00000,Slussen,2.48289,-3.30103,5474.71094,-89187.28061,Tru,False,-4.42638
Nyckelharpa,0.53383,1971.94213,1000.50553,-53.17624,0.00000,KTH Biblioteket,1.63387,-1.32467,5473.07218,-89184.89035,True,True,-1.06765
Dragspel,0.43393,447.88474,1001.13965,-42.90795,0.00000,Slussen,0.65339,-0.75597,5473.73052,-89186.40185,False,False,-0.86785
Nyckelharpa,-0.21932,923.28168,1000.72694,22.17292,0.00000,Brinnelvägen 8,-0.09287,0.62904,5475.20581,-89188.06442,False,False,0.43864
Dragspel,1.71290,-28.24922,1000.58220,-171.11272,-0.00000,N/A,3.96306,-4.39046,5474.85832,-89185.80438,True,False,-3.42580
Dragspel,-0.91496,657.15453,1001.07382,92.06074,0.00000,Entrée,-0.42234,-0.76282,5475.46907,-89185.29391,False,False,1.82992
Dragspel,1.31615,-432.76038,1000.04733,-131.57389,-0.00000,Slussen,3.34699,0.27426,5473.97612,-89186.97278,False,False,-2.63230
Nyckelharpa,0.44308,326.74715,1000.56645,-44.06395,0.00000,Slussen,1.04334,-0.48865,5474.41696,-89186.67477,False,False,-0.88615
Dragspel,1.74715,-1005.80987,1001.10248,-174.14909,-0.00000,Brinnelvägen 8,1.93264,-0.70292,5473.43676,-89186.69704,False,False,-3.49429
Dragspel,2.22974,1045.44946,1001.15470,-222.40130,0.00000,Entrée,1.76242,-1.06050,5473.94066,-89185.45968,True,False,-4.45949
Dragspel,2.51084,-494.97917,1000.47428,-250.82263,-0.00000,Slussen,2.50277,-1.15783,5475.68898,-89185.88468,True,False,-5.02169
